year,month,rank,net_worth,full_name,age,gender,country_of_citizenship,city_of_residence,business_category,self_made,wealth_status
2019,3,962,2.4 ,"Stephen Mandel, Jr.",62.0,Male,United States,Greenwich,Finance and Investments,True,Decreased
2019,3,962,2.4 ,C. Dean Metropoulos,72.0,Male,United States,Palm Beach,Food and Beverage,True,Decreased
2019,3,962,2.4 ,Robert Miller,73.0,Male,Canada,Montreal,Technology,True,Decreased
2019,3,962,2.4 ,Patrice Motsepe,57.0,Male,South Africa,Johannesburg,Metals & Mining,True,Remained Even
2019,3,962,2.4 ,N.R. Narayana Murthy,72.0,Male,India,Bangalore,Technology,True,Increased
2019,3,962,2.4 ,Maja Oeri,64.0,Female,Switzerland,Basel,Healthcare,False,Increased
2019,3,962,2.4 ,Tomas Olivo Lopez,45.0,Male,Spain,Marbella,Real Estate,True,Increased
2019,3,962,2.4 ,Chuchat Petaumpai & Daonapa Petampai,65.0,,Thailand,Bangkok,Finance and Investments,True,Increased
2019,3,962,2.4 ,Hussain Sajwani,66.0,Male,United Arab Emirates,Dubai,Real Estate,True,Decreased
2019,3,962,2.4 ,Song Zuowen,71.0,Male,China,Longkou,Diversified,True,Decreased
2019,3,962,2.4 ,Mark Stevens,59.0,Male,United States,Atherton,Finance and Investments,True,Decreased
2019,3,962,2.4 ,Pat Stryker,62.0,Female,United States,Fort Collins,Healthcare,False,Decreased
2019,3,962,2.4 ,Hans Sy,63.0,Male,Philippines,Manila,Diversified,False,
2019,3,962,2.4 ,Herbert Sy,62.0,Male,Philippines,Manila,Diversified,False,
2019,3,962,2.4 ,Sunny Varkey,61.0,Male,India,Dubai,Service,False,Remained Even
2019,3,962,2.4 ,Jitendra Virwani,53.0,Male,India,Bangalore,Real Estate,False,Increased
2019,3,962,2.4 ,David Walentas,80.0,Male,United States,New York,Real Estate,True,Increased
2019,3,962,2.4 ,Lang Walker,73.0,Male,Australia,Sydney,Real Estate,True,Increased
2019,3,962,2.4 ,Herbert Wertheim,79.0,Male,United States,Coral Gables,Finance and Investments,True,
2019,3,962,2.4 ,Richard White,63.0,Male,Australia,Sydney,Technology,True,Increased
2019,3,962,2.4 ,Urs Wietlisbach,57.0,Male,Switzerland,Zug,Finance and Investments,True,Remained Even
2019,3,962,2.4 ,Xu Chuanhua & family,84.0,Male,China,Hangzhou,Manufacturing,True,Decreased
2019,3,962,2.4 ,Yeung Kin-man,54.0,Male,Hong Kong,Hong Kong,Manufacturing,True,Decreased
2019,3,962,2.4 ,Anita Zucker,67.0,Female,United States,Charleston,Manufacturing,False,Decreased
2019,3,1008,2.3 ,Andrey Andreev,45.0,Male,United Kingdom,London,Technology,True,Increased
2019,3,1008,2.3 ,Lee Bass,62.0,Male,United States,Fort Worth,Energy,False,Decreased
2019,3,1008,2.3 ,Koos Bekker,66.0,Male,South Africa,Cape Town,Media & Entertainment,True,Decreased
2019,3,1008,2.3 ,George Bishop,81.0,Male,United States,The Woodlands,Energy,True,Decreased
2019,3,1008,2.3 ,Charles Bronfman,87.0,Male,Canada,Montreal,Food and Beverage,False,Decreased
2019,3,1008,2.3 ,Vivek Chand Burman,81.0,Male,India,Delhi,Food and Beverage,False,Increased
2019,3,1008,2.3 ,Bennett Dorrance,73.0,Male,United States,Paradise Valley,Food and Beverage,False,Decreased
2019,3,1008,2.3 ,Isabel dos Santos,45.0,Female,Angola,Luanda,Finance and Investments,False,Decreased
2019,3,1008,2.3 ,Walter Faria,63.0,Male,Brazil,Rio de Janeiro,Food and Beverage,True,Decreased
2019,3,1008,2.3 ,Carlo Fidani,64.0,Male,Canada,Toronto,Real Estate,False,Decreased
2019,3,1008,2.3 ,Fiona Geminder,54.0,Female,Australia,Melbourne,Manufacturing,False,Decreased
2019,3,1008,2.3 ,David Gottesman,92.0,Male,United States,Rye,Finance and Investments,True,Remained Even
2019,3,1008,2.3 ,Stein Erik Hagen,62.0,Male,Norway,Oslo,Fashion & Retail,True,Decreased
2019,3,1008,2.3 ,Christian Haub,54.0,Male,Germany,Greenwich,Fashion & Retail,False,
2019,3,1008,2.3 ,Lawrence Ho,42.0,Male,Hong Kong,Hong Kong,Gambling & Casinos,False,Decreased
2019,3,1008,2.3 ,Drew Houston,36.0,Male,United States,San Francisco,Technology,True,Increased
2019,3,1008,2.3 ,Hui Lin Chit,65.0,Male,China,Jinjiang,Manufacturing,True,Decreased
2019,3,1008,2.3 ,Alijan Ibragimov,65.0,Male,Kazakhstan,Almaty,Metals & Mining,True,Remained Even
2019,3,1008,2.3 ,Brad Kelley,62.0,Male,United States,Franklin,Real Estate,True,Remained Even
2019,3,1008,2.3 ,Alicia Koplowitz,65.0,Female,Spain,Madrid,Finance and Investments,False,Decreased
2019,3,1008,2.3 ,Lam Wai Ying,,Female,Hong Kong,Hong Kong,Manufacturing,True,Decreased
2019,3,1008,2.3 ,Li Gaiteng,46.0,Male,China,Shanghai,Manufacturing,True,Decreased
2019,3,1008,2.3 ,Vincent Lo,69.0,Male,Hong Kong,Hong Kong,Real Estate,False,Decreased
2019,3,1008,2.3 ,Mohamed Mansour,71.0,Male,Egypt,Cairo,Diversified,True,Decreased
2019,3,1008,2.3 ,Harsh Mariwala,67.0,Male,India,Mumbai,Food and Beverage,False,Increased
2019,3,1008,2.3 ,"Drayton McLane, Jr.",82.0,Male,United States,Temple,Fashion & Retail,False,Decreased
2019,3,1008,2.3 ,Vadim Moshkovich,51.0,Male,Russia,Moscow,Food and Beverage,True,Increased
2019,3,1008,2.3 ,Nguyen Thi Phuong Thao,48.0,Female,Vietnam,Ho Chi Minh City,Diversified,True,Decreased
2019,3,1008,2.3 ,"H. Ross Perot, Jr.",60.0,Male,United States,Dallas,Real Estate,False,Increased
2019,3,1008,2.3 ,Candido Pinheiro Koren de Lima,72.0,Male,Brazil,Fortaleza,Healthcare,True,
2019,3,1008,2.3 ,Daniel Pritzker,59.0,Male,United States,Marin County,Service,False,Decreased
2019,3,1008,2.3 ,Rajan Raheja & family,64.0,Male,India,Mumbai,Diversified,False,Decreased
2019,3,1008,2.3 ,Stewart Rahr,73.0,Male,United States,New York,Healthcare,False,Increased
2019,3,1008,2.3 ,P.P. Reddy,61.0,Male,India,Hyderabad,Construction & Engineering,True,
2019,3,1008,2.3 ,Mochtar Riady & family,89.0,Male,Indonesia,Jakarta,Diversified,True,Decreased
2019,3,1008,2.3 ,Stephan Schmidheiny,71.0,Male,Switzerland,Hurden,Finance and Investments,False,Decreased
2019,3,1008,2.3 ,Erik Selin,51.0,Male,Sweden,Göteborg,Real Estate,True,Increased
2019,3,1008,2.3 ,Shin Chang-jae,65.0,Male,South Korea,Seoul,Finance and Investments,False,Increased
2019,3,1008,2.3 ,Peter Spuhler,59.0,Male,Switzerland,Weiningen,Manufacturing,True,Remained Even
2019,3,1008,2.3 ,Sun Guangxin,56.0,Male,China,Urumqi,Diversified,True,Decreased
2019,3,1008,2.3 ,Sze Man Bok,69.0,Male,China,Jinjiang,Manufacturing,True,Decreased
2019,3,1008,2.3 ,Tong Jinquan,64.0,Male,China,Shanghai,Real Estate,True,Decreased
2019,3,1008,2.3 ,Torbjorn Tornqvist,65.0,Male,Sweden,Geneva,Energy,True,Decreased
2019,3,1008,2.3 ,Alan Trefler,62.0,Male,United States,Brookline,Technology,True,Increased
2019,3,1008,2.3 ,Tung Chee Hwa,81.0,Male,Hong Kong,Hong Kong,Logistics,False,Increased
2019,3,1008,2.3 ,Wang Liping & family,53.0,Male,China,Changzhou,Manufacturing,True,Increased
2019,3,1008,2.3 ,William Young,78.0,Male,United States,Ypsilanti,Manufacturing,True,Increased
2019,3,1008,2.3 ,Michael Minhong Yu,57.0,Male,China,Beijing,Service,True,Decreased
2019,3,1008,2.3 ,Zhang Fan,53.0,Male,China,Shenzhen,Technology,True,Decreased
2019,3,1057,2.2 ,Maurice Alter,93.0,Male,Australia,Melbourne,Real Estate,True,Increased
2019,3,1057,2.2 ,An Kang,70.0,Male,China,Xinxiang,Healthcare,True,Increased
2019,3,1057,2.2 ,Roberto Angelini Rossi,70.0,Male,Chile,Santiago,Diversified,False,Decreased
2019,3,1057,2.2 ,Bang Jun-hyuk,50.0,Male,South Korea,Seoul,Technology,True,Decreased
2019,3,1057,2.2 ,Ron Baron,75.0,Male,United States,New York,Finance and Investments,True,Remained Even
2019,3,1057,2.2 ,Edward Bass,73.0,Male,United States,Fort Worth,Energy,False,Decreased
2019,3,1057,2.2 ,Saeed Bin Butti Al Qebaisi,,Male,United Arab Emirates,Abu Dhabi,Diversified,True,Decreased
2019,3,1057,2.2 ,Jose and Francisco Jose Calderon Rojas,,Male,Mexico,Monterrey,Food and Beverage,False,Decreased
2019,3,1057,2.2 ,Cheng Yixiao,,Male,China,Beijing,Media & Entertainment,True,
2019,3,1057,2.2 ,Cho Tak Wong,72.0,Male,Hong Kong,Fuqing,Manufacturing,True,Decreased
2019,3,1057,2.2 ,Todd Christopher,56.0,Male,United States,Clearwater,Fashion & Retail,True,Increased
2019,3,1057,2.2 ,Jim Coulter,59.0,Male,United States,San Francisco,Finance and Investments,True,Remained Even
2019,3,1057,2.2 ,Jose Luis Cutrale,72.0,Male,Brazil,Sao Paulo,Food and Beverage,False,Decreased
2019,3,1057,2.2 ,James Dinan,59.0,Male,United States,New York,Finance and Investments,True,Increased
2019,3,1057,2.2 ,Dong Wei,48.0,Male,China,Lianyungang,Healthcare,True,Increased
2019,3,1057,2.2 ,Daniel Ek,36.0,Male,Sweden,Stockholm,Technology,True,
2019,3,1057,2.2 ,Alceu Elias Feldmann,69.0,Male,Brazil,Curitiba,Energy,True,
2019,3,1057,2.2 ,Luis Frias,55.0,Male,Brazil,Sao Paulo,Technology,False,Decreased
2019,3,1057,2.2 ,Senapathy Gopalakrishnan,63.0,Male,India,Bangalore,Technology,True,Increased
2019,3,1057,2.2 ,Alec Gores,65.0,Male,United States,Beverly Hills,Finance and Investments,True,Increased
2019,3,1057,2.2 ,Luciano Hang,56.0,Male,Brazil,Brusque,Fashion & Retail,True,
2019,3,1057,2.2 ,Carlos Hank Rhon,71.0,Male,Mexico,Mexico City,Diversified,False,Increased
2019,3,1057,2.2 ,Huang Shih Tsai,67.0,Male,Hong Kong,Shenzhen,Real Estate,True,Decreased
2019,3,1057,2.2 ,Baba Kalyani,70.0,Male,India,Pune,Construction & Engineering,False,Decreased
2019,3,1057,2.2 ,Kim Beom-su,52.0,Male,South Korea,Seoul,Technology,True,Decreased
2019,3,1057,2.2 ,Willibert Krueger,78.0,Male,Germany,Bergisch-Gladbach,Food and Beverage,True,Increased
2019,3,1057,2.2 ,Stephen Lansdown,66.0,Male,Guernsey,St. Peter Port,Finance and Investments,True,Decreased
2019,3,1057,2.2 ,Lin Chen-hai,72.0,Male,Taiwan,Taipei,Real Estate,True,
2019,3,1057,2.2 ,Scott Lin,86.0,Male,Taiwan,Taichung,Technology,True,Remained Even
2019,3,1057,2.2 ,Liu Ming Hui,56.0,Male,China,Hong Kong,Energy,True,Increased
2019,3,1057,2.2 ,Lu Xiangyang,56.0,Male,China,Guangzhou,Automotive,True,Decreased
2019,3,1057,2.2 ,Clayton Mathile,78.0,Male,United States,Brookville,Food and Beverage,True,Decreased
2019,3,1057,2.2 ,Jorge Moll Filho,74.0,Male,Brazil,Rio de Janeiro,Healthcare,True,Decreased
2019,3,1057,2.2 ,Ermirio Pereira de Moraes,86.0,Male,Brazil,Sao Paulo,Diversified,False,Decreased
2019,3,1057,2.2 ,Maria Helena Moraes Scripilliti,88.0,Female,Brazil,Sao Paulo,Diversified,False,Decreased
2019,3,1057,2.2 ,Masahiro Noda,80.0,Male,Japan,Tokyo,Technology,True,Increased
2019,3,1057,2.2 ,Florentino Perez,71.0,Male,Spain,Madrid,Construction & Engineering,True,Increased
2019,3,1057,2.2 ,Dmitry Pumpyansky,54.0,Male,Russia,Yekaterinburg,Metals & Mining,True,Increased
2019,3,1057,2.2 ,Phillip T. (Terry) Ragon,69.0,Male,United States,Boston,Technology,True,Remained Even
2019,3,1057,2.2 ,Krit Ratanarak,72.0,Male,Thailand,Bangkok,Media & Entertainment,False,Decreased
2019,3,1057,2.2 ,P.V.Krishna Reddy,49.0,Male,India,Hyderabad,Construction & Engineering,True,
2019,3,1057,2.2 ,Nevaldo Rocha & family,90.0,Male,Brazil,Natal,Fashion & Retail,True,Decreased
2019,3,1057,2.2 ,Remo Ruffini,57.0,Male,Italy,Como,Fashion & Retail,True,Increased
2019,3,1057,2.2 ,Monika Schoeller,80.0,Female,Germany,Stuttgart,Media & Entertainment,False,Increased
2019,3,1057,2.2 ,Klaus-Peter Schulenberg,,Male,Germany,Bremen,Service,True,Decreased
2019,3,1057,2.2 ,Shen Wenrong,73.0,Male,China,Zhangjiagang,Metals & Mining,True,Decreased
2019,3,1057,2.2 ,Brian Sheth,43.0,Male,United States,Austin,Finance and Investments,True,Increased
2019,3,1057,2.2 ,Dan Snyder,54.0,Male,United States,Potomac,Sports,True,Decreased
2019,3,1057,2.2 ,Harley Sy,59.0,Male,Philippines,Manila,Diversified,False,
2019,3,1057,2.2 ,"Henry Sy, Jr.",66.0,Male,Philippines,Manila,Diversified,False,
2019,3,1057,2.2 ,Teresita Sy-Coson,68.0,Female,Philippines,Manila,Diversified,False,
2019,3,1057,2.2 ,Katsumi Tada,73.0,Male,Japan,Tokyo,Real Estate,True,Increased
2019,3,1057,2.2 ,Lottie Tham & family,69.0,Female,Sweden,Stockholm,Fashion & Retail,False,Decreased
2019,3,1057,2.2 ,Oleg Tinkov,51.0,Male,Russia,Moscow,Finance and Investments,True,Remained Even
2019,3,1057,2.2 ,T.Y. Tsai,66.0,Male,Taiwan,Taipei,Finance and Investments,False,Remained Even
2019,3,1057,2.2 ,Ted Turner,80.0,Male,United States,Atlanta,Media & Entertainment,False,Remained Even
2019,3,1057,2.2 ,Stefan von Holtzbrinck,55.0,Male,Germany,Stuttgart,Media & Entertainment,False,Increased
2019,3,1057,2.2 ,Jon Yarbrough,61.0,Male,United States,Franklin,Gambling & Casinos,True,Increased
2019,3,1057,2.2 ,Charles Zegar,71.0,Male,United States,New York,Media & Entertainment,True,Increased
2019,3,1116,2.1 ,Mika Anttonen,52.0,Male,Finland,Helsinki,Energy,True,Increased
2019,3,1116,2.1 ,Shyam & Hari Bhartia,66.0,Male,India,Delhi,Diversified,False,Decreased
2019,3,1116,2.1 ,Thor Bjorgolfsson,51.0,Male,Iceland,London,Diversified,True,Increased
2019,3,1116,2.1 ,Anand Burman,66.0,Male,India,Delhi,Food and Beverage,False,Increased
2019,3,1116,2.1 ,Chang Yun Chung,100.0,Male,Singapore,Singapore,Logistics,True,Increased
2019,3,1116,2.1 ,Chen Hua,53.0,Male,China,Shenzhen,Real Estate,True,Decreased
2019,3,1116,2.1 ,Chen Jinxia,50.0,Female,China,Shanghai,Finance and Investments,False,Decreased
2019,3,1116,2.1 ,Ben Chestnut,44.0,Male,United States,Atlanta,Technology,True,
2019,3,1116,2.1 ,Patokh Chodiev,66.0,Male,Belgium,Almaty,Metals & Mining,True,Remained Even
2019,3,1116,2.1 ,Chu Lam Yiu,49.0,Female,Hong Kong,Hong Kong,Manufacturing,True,Decreased
2019,3,1116,2.1 ,James Clark,74.0,Male,United States,Palm Beach,Technology,True,Increased
2019,3,1116,2.1 ,John Collison,28.0,Male,Ireland,San Francisco,Technology,True,Increased
2019,3,1116,2.1 ,Patrick Collison,30.0,Male,Ireland,San Francisco,Technology,True,Increased
2019,3,1116,2.1 ,Mark Coombs,58.0,Male,United Kingdom,London,Finance and Investments,True,Decreased
2019,3,1116,2.1 ,Aloysio de Andrade Faria,98.0,Male,Brazil,Sao Paulo,Finance and Investments,False,Decreased
2019,3,1116,2.1 ,Bernard Fraisse,62.0,Male,France,Paris,Healthcare,True,Decreased
2019,3,1116,2.1 ,Sameer Gehlaut & family,45.0,Male,India,Mumbai,Finance and Investments,True,Decreased
2019,3,1116,2.1 ,Gordon Getty,85.0,Male,United States,San Francisco,Energy,False,Remained Even
2019,3,1116,2.1 ,Caroline Hagen Kjos,35.0,Female,Norway,Wollerau,Diversified,False,Decreased
2019,3,1116,2.1 ,Bahaa Hariri,52.0,Male,Lebanon,Geneva,Real Estate,False,Remained Even
2019,3,1116,2.1 ,Georg Haub,57.0,Male,Germany,Berlin,Fashion & Retail,False,
2019,3,1116,2.1 ,Hans-Werner Hector,79.0,Male,Germany,Weinheim,Technology,True,Decreased
2019,3,1116,2.1 ,Huang Zhenda & family,71.0,Male,China,Shantou,Construction & Engineering,True,Remained Even
2019,3,1116,2.1 ,Ravi Jaipuria,64.0,Male,India,Delhi,Food and Beverage,False,Remained Even
2019,3,1116,2.1 ,Vinod Khosla,64.0,Male,United States,Portola Valley,Technology,True,Decreased
2019,3,1116,2.1 ,Osman Kibar,47.0,Male,United States,La Jolla,Healthcare,True,Decreased
2019,3,1116,2.1 ,Dan Kurzius,47.0,Male,United States,Atlanta,Technology,True,
2019,3,1116,2.1 ,Christian Latouche,78.0,Male,France,Lyon,Finance and Investments,True,Remained Even
2019,3,1116,2.1 ,Thai Lee,60.0,Female,United States,Austin,Technology,True,Increased
2019,3,1116,2.1 ,Liang Yunchao,50.0,Male,China,Guangzhou,Food and Beverage,True,Remained Even
2019,3,1116,2.1 ,Lin Ming-hsiung,69.0,Male,Taiwan,Taipei,Fashion & Retail,True,Increased
2019,3,1116,2.1 ,Liu Hanyuan,55.0,Male,China,Chengdu,Food and Beverage,True,Increased
2019,3,1116,2.1 ,Jeffrey Lurie,67.0,Male,United States,Wynnewood,Sports,False,Increased
2019,3,1116,2.1 ,Igor Makarov,56.0,Male,Russia,Moscow,Energy,True,Remained Even
2019,3,1116,2.1 ,Daniel Mate,55.0,Male,Spain,Kanton Schwyz,Metals & Mining,True,Decreased
2019,3,1116,2.1 ,Aristotelis Mistakidis,57.0,Male,Greece,Zug,Metals & Mining,True,Decreased
2019,3,1116,2.1 ,Bobby Murphy,30.0,Male,United States,Venice,Technology,True,Decreased
2019,3,1116,2.1 ,Nandan Nilekani,63.0,Male,India,Bangalore,Technology,True,Increased
2019,3,1116,2.1 ,Husnu Ozyegin,74.0,Male,Turkey,Istanbul,Finance and Investments,True,Decreased
2019,3,1116,2.1 ,Alexey Repik,39.0,Male,Russia,Moscow,Healthcare,True,Remained Even
2019,3,1116,2.1 ,Antony Ressler,57.0,Male,United States,Los Angeles,Finance and Investments,True,Increased
2019,3,1116,2.1 ,Luigi Rovati & family,90.0,Male,Italy,Monza,Healthcare,True,Decreased
2019,3,1116,2.1 ,Michael & Reiner Schmidt-Ruthenbeck,76.0,Male,Germany,Duisburg,Fashion & Retail,False,Decreased
2019,3,1116,2.1 ,Shen Guojun,56.0,Male,China,Beijing,Fashion & Retail,True,Decreased
2019,3,1116,2.1 ,Kavitark Ram Shriram,62.0,Male,United States,Menlo Park,Technology,True,Remained Even
2019,3,1116,2.1 ,Evan Spiegel,28.0,Male,United States,Los Angeles,Technology,True,Decreased
2019,3,1116,2.1 ,Arvind Tiku,49.0,Male,India,Singapore,Energy,True,Increased
2019,3,1116,2.1 ,Georg von Opel,52.0,Male,Switzerland,London,Finance and Investments,False,Remained Even
2019,3,1116,2.1 ,Elaine Wynn,76.0,Female,United States,Las Vegas,Gambling & Casinos,True,Decreased
2019,3,1116,2.1 ,Michael Ying,69.0,Male,Hong Kong,Hong Kong,Fashion & Retail,True,Decreased
2019,3,1116,2.1 ,Zhang Xiugen & family,58.0,Male,China,Beijing,Automotive,True,Decreased
2019,3,1116,2.1 ,Zhang Xuansong,47.0,Male,China,Fuzhou,Fashion & Retail,True,Increased
2019,3,1168,2.0 ,S. Daniel Abraham,94.0,Male,United States,Palm Beach,Food and Beverage,True,Remained Even
2019,3,1168,2.0 ,Aziz Akhannouch & family,58.0,Male,Morocco,Casablanca,Diversified,False,Decreased
2019,3,1168,2.0 ,Leslie Alexander,75.0,Male,United States,Houston,Sports,True,Decreased
2019,3,1168,2.0 ,"Herbert Allen, Jr. & family",79.0,Male,United States,New York,Finance and Investments,False,Increased
2019,3,1168,2.0 ,Semahat Sevim Arsel,90.0,Female,Turkey,Istanbul,Diversified,False,Decreased
2019,3,1168,2.0 ,Thomas Bruch & family,68.0,Male,Germany,St. Wendel,Fashion & Retail,False,Increased
2019,3,1168,2.0 ,Nikolai Buinov,51.0,Male,Russia,Irkutsk,Energy,True,Decreased
2019,3,1168,2.0 ,Chen Tei-fu,70.0,Male,Taiwan,Los Angeles,Fashion & Retail,True,
2019,3,1168,2.0 ,Chen Yung-tai,83.0,Male,Taiwan,Taipei,Real Estate,True,Remained Even
2019,3,1168,2.0 ,Kiat Chiaravanont,,Male,Thailand,Hong Kong,Diversified,False,Increased
2019,3,1168,2.0 ,Steve Conine,46.0,Male,United States,Boston,Technology,True,Increased
2019,3,1168,2.0 ,Dulce Pugliese de Godoy Bueno,71.0,Female,Brazil,Sao Paulo,Healthcare,True,Decreased
2019,3,1168,2.0 ,Bergit Douglas,72.0,Female,Germany,Frankfurt,Food and Beverage,False,Decreased
2019,3,1168,2.0 ,Glenn Dubin,61.0,Male,United States,New York,Finance and Investments,True,Remained Even
2019,3,1168,2.0 ,"Frank Fertitta, III.",57.0,Male,United States,Las Vegas,Sports,False,Decreased
2019,3,1168,2.0 ,Lorenzo Fertitta,50.0,Male,United States,Las Vegas,Sports,False,Decreased
2019,3,1168,2.0 ,Phillip Frost,82.0,Male,United States,Miami Beach,Healthcare,True,Decreased
2019,3,1168,2.0 ,Alexandre Grendene Bartelle,69.0,Male,Brazil,Porto Alegre,Fashion & Retail,True,Decreased
2019,3,1168,2.0 ,Gu Yuhua & family,69.0,Male,China,Hangzhou,Manufacturing,True,Decreased
2019,3,1168,2.0 ,Jeffrey Gundlach,60.0,Male,United States,Los Angeles,Finance and Investments,True,Increased
2019,3,1168,2.0 ,W. Herbert Hunt,89.0,Male,United States,Dallas,Energy,False,Decreased
2019,3,1168,2.0 ,Bruce Karsh,63.0,Male,United States,Los Angeles,Finance and Investments,True,Remained Even
2019,3,1168,2.0 ,Martin Lau,45.0,Male,Hong Kong,Hong Kong,Technology,True,Decreased
2019,3,1168,2.0 ,Henry Laufer,73.0,Male,United States,Lake Worth,Finance and Investments,True,Remained Even
2019,3,1168,2.0 ,Thomas Lee,74.0,Male,United States,New York,Finance and Investments,True,Decreased
2019,3,1168,2.0 ,Li Haiyan,,Female,China,Chengdu,Food and Beverage,True,
2019,3,1168,2.0 ,Lin Chang Su-O,78.0,Female,Taiwan,Taipei,Real Estate,False,
2019,3,1168,2.0 ,Lin Xiucheng & family,63.0,Male,China,Xiamen,Technology,True,Decreased
2019,3,1168,2.0 ,Harald Link,64.0,Male,Thailand,Bangkok,Diversified,False,Remained Even
2019,3,1168,2.0 ,Lu Weiding,48.0,Male,China,Hangzhou,Diversified,False,Increased
2019,3,1168,2.0 ,Rudy Ma,78.0,Male,Taiwan,,Finance and Investments,True,
2019,3,1168,2.0 ,Howard Marks,72.0,Male,United States,New York,Finance and Investments,True,Remained Even
2019,3,1168,2.0 ,Alexander Nesis,56.0,Male,Russia,Moscow,Finance and Investments,True,Increased
2019,3,1168,2.0 ,Alfred Oetker,52.0,Male,Germany,Bielefeld,Fashion & Retail,False,Decreased
2019,3,1168,2.0 ,August Oetker,74.0,Male,Germany,Bielefeld,Fashion & Retail,False,Decreased
2019,3,1168,2.0 ,Carl Ferdinand Oetker,46.0,Male,Germany,Bielefeld,Fashion & Retail,False,Decreased
2019,3,1168,2.0 ,Christian Oetker,70.0,Male,Germany,Bielefeld,Fashion & Retail,False,Decreased
2019,3,1168,2.0 ,Julia Oetker,40.0,Female,Germany,Bielefeld,Fashion & Retail,False,Decreased
2019,3,1168,2.0 ,Richard Oetker,68.0,Male,Germany,Bielefeld,Fashion & Retail,False,Decreased
2019,3,1168,2.0 ,Kazuo Okada & family,76.0,Male,Japan,Hong Kong,Gambling & Casinos,True,Decreased
2019,3,1168,2.0 ,Nicholas Pritzker,75.0,Male,United States,Chicago,Service,False,Increased
2019,3,1168,2.0 ,Qian Dongqi & family,61.0,Male,China,Suzhou,Manufacturing,True,
2019,3,1168,2.0 ,Helena Revoredo,72.0,Female,Spain,Madrid,Service,False,Decreased
2019,3,1168,2.0 ,Ferit Faik Sahenk,54.0,Male,Turkey,Istanbul,Diversified,False,Decreased
2019,3,1168,2.0 ,Rosely Schweizer,78.0,Female,Germany,Bielefeld,Fashion & Retail,False,Decreased
2019,3,1168,2.0 ,Niraj Shah,44.0,Male,United States,Boston,Technology,True,Increased
2019,3,1168,2.0 ,Shi Yonghong & family,50.0,Male,China,Chengdu,Food and Beverage,True,
2019,3,1168,2.0 ,Tim Sweeney,48.0,Male,United States,Cary,Media & Entertainment,True,
2019,3,1168,2.0 ,Tang Yiu,84.0,Male,Hong Kong,Hong Kong,Fashion & Retail,True,Decreased
2019,3,1168,2.0 ,Prachak Tangkaravakoon,74.0,Male,Thailand,Bangkok,Manufacturing,True,
2019,3,1168,2.0 ,Masateru Uno & family,72.0,Male,Japan,Fukuoka,Fashion & Retail,True,Increased
2019,3,1168,2.0 ,Wang Changtian,53.0,Male,China,Beijing,Media & Entertainment,True,Decreased
2019,3,1168,2.0 ,Wang Chaobin,63.0,Male,China,Zhengzhou,Real Estate,True,Increased
2019,3,1168,2.0 ,Wang Laichun,51.0,Female,China,Shenzhen,Technology,True,Decreased
2019,3,1168,2.0 ,Wang Laisheng,54.0,Male,China,Shenzhen,Technology,True,Decreased
2019,3,1168,2.0 ,Wang Wenbiao,62.0,Male,China,Beijing,Manufacturing,True,Increased
2019,3,1168,2.0 ,Wang Yanqing & family,52.0,Male,China,Wuxi,Manufacturing,True,Increased
2019,3,1168,2.0 ,Wu Yulan,49.0,Female,China,Lianyungang,Healthcare,True,Increased
2019,3,1168,2.0 ,Eddie & Sol Zakay,,Male,United Kingdom,Monaco,Real Estate,True,Decreased
2019,3,1227,1.9 ,Aras Agalarov,63.0,Male,Russia,Moscow,Fashion & Retail,True,Increased
2019,3,1227,1.9 ,Albert Berner & family,83.0,Male,Germany,Kuenzelsau,Manufacturing,True,Remained Even
2019,3,1227,1.9 ,Ahmet Calik,61.0,Male,Turkey,Istanbul,Diversified,True,Increased
2019,3,1227,1.9 ,Chan Tan Ching-fen,,Female,Hong Kong,Hong Kong,Real Estate,False,Decreased
2019,3,1227,1.9 ,Chen Jianhua,48.0,Male,China,Wujiang,Manufacturing,True,Increased
2019,3,1227,1.9 ,Alexandra Daitch,56.0,Female,United States,Old Lyme,Food and Beverage,False,Decreased
2019,3,1227,1.9 ,Dermot Desmond,68.0,Male,Ireland,Dublin,Finance and Investments,True,Decreased
2019,3,1227,1.9 ,Mohammed Dewji,43.0,Male,Tanzania,Dar es Salaam,Diversified,False,Increased
2019,3,1227,1.9 ,Abhay Firodia,74.0,Male,India,Pune,Automotive,False,Decreased
2019,3,1227,1.9 ,Maria Franca Fissolo,84.0,Female,Italy,Monaco,Food and Beverage,False,Decreased
2019,3,1227,1.9 ,Gao Dekang & family,67.0,Male,China,Changshu,Fashion & Retail,True,Returned to List
2019,3,1227,1.9 ,Serge Godin,69.0,Male,Canada,Westmount,Technology,True,Increased
2019,3,1227,1.9 ,Sam Goi,70.0,Male,Singapore,Singapore,Food and Beverage,True,Decreased
2019,3,1227,1.9 ,David Hains,88.0,Male,Australia,Melbourne,Finance and Investments,True,Decreased
2019,3,1227,1.9 ,Chang-Woo Han & family,88.0,Male,Japan,Kyoto,Gambling & Casinos,True,Decreased
2019,3,1227,1.9 ,William Heinecke,70.0,Male,Thailand,Bangkok,Real Estate,True,Decreased
2019,3,1227,1.9 ,Stewart Horejsi & family,81.0,Male,United States,Phoenix,Finance and Investments,True,Increased
